"Consumer confidence index (CCI)"
"Amplitude adjusted, Long-term average = 100"
"Category","Slovak Rep.","Türkiye","Australia","France","Estonia","Colombia","Poland","Finland","Spain","Netherlands","Israel","Chile","Denmark","Portugal","Slovenia","Austria","Lithuania","Germany","Switzerland","United States","Mexico","Italy","United Kingdom","Hungary","Ireland","Greece","Belgium","Sweden","New Zealand","Czechia","Luxembourg","Korea","Japan","Latvia","Costa Rica"
"2017-10-01 00:00:00",102.6833,100.6903,99.92191,100.7384,102.8634,97.86574,102.0463,102.2206,103.0808,101.6901,102.8993,99.90767,101.5838,102.2291,104.0194,101.4425,100.6012,101.8691,100.8035,101.4605,97.47773,101.2477,100.5598,102.6114,103.4923,97.72631,101.6069,100.574,100.2428,103.4561,102.6102,101.5415,100.7516,102.6352,99.53212
"2017-11-01 00:00:00",102.7775,100.4086,100.0798,101.0446,102.7809,98.05048,102.0363,102.423,102.9867,101.6558,102.884,100.5262,101.633,102.1451,104.1174,101.6433,100.835,101.9082,100.7713,101.4407,97.24158,101.4036,100.5745,102.8326,103.4055,97.78885,101.5776,100.6886,100.086,103.695,102.7378,101.6757,100.769,102.6938,99.52268
"2017-12-01 00:00:00",102.8406,100.6035,100.2482,101.2173,102.5326,98.27201,102.0815,102.7725,102.9285,101.6295,102.9462,101.1138,101.5928,102.0859,104.2028,101.7931,101.0817,101.9667,100.7605,101.3593,96.80504,101.432,100.5939,103.0845,103.4322,97.80621,101.4941,100.7042,100.0006,103.7424,102.8195,101.673,100.7542,102.7804,99.60431
"2018-01-01 00:00:00",102.863,101.1536,100.3473,101.0857,102.5224,98.41048,102.1603,102.7848,102.7988,101.5981,102.8934,101.3135,101.576,102.0862,104.2206,101.8072,101.2224,102.0368,100.751,101.3881,96.33605,101.3591,100.6637,103.2161,103.5616,97.75807,101.4462,100.6948,100.0444,103.8023,102.9823,101.5738,100.7303,103.0679,99.77308
"2018-02-01 00:00:00",102.718,101.5048,100.3227,100.762,102.7565,98.5742,102.1745,102.668,102.5044,101.5371,102.6967,101.3683,101.54,102.1402,104.1522,101.7356,101.3046,102.0365,100.7011,101.5451,96.13107,101.3622,100.7761,103.2426,103.7056,97.73254,101.3662,100.5477,100.1503,103.8609,102.6919,101.4367,100.6929,103.0503,100.0443
"2018-03-01 00:00:00",102.4262,101.5264,100.2636,100.4877,103.0852,99.04373,102.2132,102.432,102.2088,101.5442,102.55,101.399,101.4054,102.1826,104.214,101.6129,101.472,101.9701,100.5754,101.6426,96.23012,101.4016,100.8759,103.2503,103.7397,97.73721,101.2865,100.4147,100.2295,103.9518,102.1963,101.3367,100.6613,102.9104,100.4138
"2018-04-01 00:00:00",102.2351,101.3797,100.2102,100.2336,103.2011,99.76431,102.4173,102.2247,102.2598,101.5198,102.6193,101.6372,101.2726,102.1715,104.3313,101.5129,101.6737,101.8904,100.4145,101.5936,96.69937,101.4102,100.923,103.1756,103.719,97.83003,101.1145,100.2874,100.2133,103.902,101.871,101.2422,100.6351,102.7547,100.7166
"2018-05-01 00:00:00",102.2906,101.2142,100.2134,99.9995,103.2101,100.5406,102.5582,102.092,102.5,101.4528,102.7579,101.8994,101.3351,102.1057,104.3198,101.3648,101.8433,101.8107,100.2736,101.5108,97.5252,101.2548,101.0443,103.0159,103.6547,97.94339,100.8836,100.1828,100.1215,103.7827,101.8645,101.1011,100.6261,102.6033,100.6858
"2018-06-01 00:00:00",102.3206,101.0647,100.2791,99.78428,103.3414,100.9761,102.6195,101.8931,102.7504,101.4594,102.8083,101.9338,101.4466,101.9762,104.2543,101.2407,101.9402,101.7274,100.198,101.4549,98.81625,101.3328,101.0851,102.8687,103.5726,98.02843,100.6208,100.0627,99.97677,103.5475,101.9821,100.7905,100.6041,102.5452,100.0773
"2018-07-01 00:00:00",102.4194,100.7038,100.3652,99.63838,103.5903,100.7471,102.5145,101.7615,102.6828,101.4552,102.687,101.6693,101.4424,101.8915,103.9669,101.1972,102.1607,101.6421,100.1775,101.4246,100.526,101.4609,101.1649,102.7002,103.5018,98.15255,100.5577,100.1197,99.79684,103.2602,102.1967,100.388,100.5868,102.5888,99.1289
"2018-08-01 00:00:00",102.5531,99.76003,100.316,99.41372,103.703,100.1093,102.3074,101.5729,102.387,101.3388,102.546,101.3497,101.2901,101.8918,103.6262,101.2122,102.3218,101.6252,100.2034,101.4354,101.4049,101.5682,101.0851,102.53,103.405,98.33527,100.5739,100.3009,99.63758,103.1346,102.1533,100.0924,100.554,102.6301,98.11452
"2018-09-01 00:00:00",102.6158,98.54831,100.2098,99.11639,103.6242,99.31828,102.2171,101.2588,102.0435,101.1861,102.6338,101.2885,101.1948,101.936,103.3488,101.2458,102.4373,101.613,100.27,101.5157,101.555,101.7058,100.9016,102.4887,103.2875,98.81945,100.6792,100.3284,99.57546,103.2599,102.1196,99.93331,100.492,102.6496,97.23826
"2018-10-01 00:00:00",102.694,97.79368,100.1912,98.95032,103.4425,98.53756,102.14,100.8864,101.9377,100.9719,102.6215,101.3002,101.0651,101.8615,103.3784,101.2417,102.4875,101.5788,100.3301,101.4986,101.54,101.747,100.7034,102.5136,102.9718,99.57227,100.6732,100.115,99.66899,103.3363,102.179,99.77856,100.4001,102.5807,96.59471
"2018-11-01 00:00:00",102.7161,97.62315,100.2522,98.70915,103.2947,97.86909,102.0827,100.5326,101.9863,100.6933,102.5958,101.2265,100.9512,101.6749,103.4711,101.2474,102.6156,101.5449,100.3191,101.3934,101.7936,101.6351,100.4443,102.5357,102.6133,100.0251,100.4217,99.91851,99.82306,103.3719,102.3907,99.62276,100.2986,102.5009,96.34031
"2018-12-01 00:00:00",102.6839,97.60105,100.2504,98.61493,103.3739,98.04447,102.0575,100.2908,102.0125,100.3501,102.4041,101.2113,100.8118,101.4687,103.5418,101.1799,102.7307,101.5201,100.1856,101.2293,102.7089,101.4527,100.1417,102.5524,102.2198,100.2314,100.0721,99.72475,99.91255,103.4989,102.4775,99.62671,100.1873,102.4901,96.63196
"2019-01-01 00:00:00",102.5844,97.65008,100.1736,98.96428,103.4677,98.48925,102.2004,100.1851,102.1196,100.0474,102.4741,101.4281,100.7285,101.2539,103.5711,101.0918,103.0734,101.5348,99.99288,101.033,103.7907,101.2583,99.85838,102.5569,101.8025,100.1762,99.92408,99.59957,99.84547,103.5041,102.6544,99.75367,100.0405,102.5296,97.17658
"2019-02-01 00:00:00",102.5987,97.72938,100.1415,99.36896,103.4589,98.75556,102.4339,100.1564,102.2986,99.91486,102.6713,101.4026,100.7424,101.0678,103.5076,101.0523,103.3726,101.5491,99.82137,101.0851,104.5559,101.0474,99.72996,102.5455,101.5041,99.966,99.97752,99.59724,99.69061,103.3302,102.7224,99.93857,99.89124,102.6039,97.62962
"2019-03-01 00:00:00",102.5601,97.91062,100.0488,99.64821,103.4645,98.86198,102.5051,100.2045,102.4905,99.88311,102.8049,101.1226,100.8363,101.0319,103.4009,101.0307,103.5419,101.5548,99.7301,101.2947,104.3719,100.8651,99.72002,102.5014,101.4859,99.88296,100.1571,99.70388,99.53905,103.049,102.8367,100.062,99.73785,102.9609,97.74065
"2019-04-01 00:00:00",102.5594,97.89219,100.031,99.83795,103.4093,98.63206,102.437,100.1968,102.4351,99.93301,102.8121,100.708,100.9211,101.1635,103.3299,101.0043,103.6588,101.5023,99.69709,101.4484,103.6451,100.7408,99.8744,102.4546,101.7528,99.96333,100.278,99.73604,99.45358,102.7969,102.7458,100.0687,99.61311,103.1963,97.59061
"2019-05-01 00:00:00",102.6072,97.47461,100.0147,100.0668,103.4549,98.54776,102.5179,100.004,102.4934,99.9958,102.5333,100.1429,101.0247,101.2351,103.3741,100.9965,103.8288,101.3724,99.69454,101.533,102.8505,100.6228,100.105,102.4404,102.1523,100.3043,100.2666,99.62334,99.41463,102.6449,102.6533,99.87234,99.44379,103.2497,97.27608
"2019-06-01 00:00:00",102.6566,97.29815,99.95284,100.2627,103.4749,98.45447,102.7446,99.61668,102.4916,100.1081,102.0164,99.68705,100.9441,101.3309,103.4153,100.8317,103.9653,101.1902,99.70605,101.4428,102.317,100.53,100.1863,102.4735,102.1272,100.957,100.097,99.60987,99.39423,102.6129,102.4274,99.63827,99.22883,103.2902,96.85493
"2019-07-01 00:00:00",102.6002,97.16538,99.8403,100.4418,103.706,98.28753,102.8027,99.33897,102.142,100.1441,101.9882,99.5534,100.7884,101.4411,103.3357,100.7376,103.8966,101.0397,99.71321,101.2198,102.2377,100.5599,100.2276,102.55,101.5081,101.9552,99.91666,99.66619,99.38316,102.605,102.2284,99.4165,99.02171,103.3615,96.4562
"2019-08-01 00:00:00",102.4634,97.12444,99.77627,100.5379,103.8861,97.98629,102.6851,99.15043,101.7487,100.0986,102.1583,99.41003,100.8171,101.4644,103.0851,100.7454,103.7492,100.9384,99.69974,100.9351,102.5503,100.4848,100.0394,102.7235,100.8236,102.9383,99.72037,99.55466,99.39992,102.5932,101.9789,99.33262,98.82491,103.2819,96.24604
"2019-09-01 00:00:00",102.4389,97.13273,99.64276,100.6377,103.6324,97.83636,102.5132,99.02062,101.3457,100.0944,102.334,99.06679,100.788,101.5107,102.8145,100.7321,103.462,100.9304,99.66,100.9351,102.8695,100.4666,99.99646,102.8342,100.4415,103.5376,99.60672,99.42198,99.48608,102.6466,101.6569,99.56422,98.69022,103.2643,96.37121
"2019-10-01 00:00:00",102.4931,97.34808,99.49406,100.6515,103.51,97.81296,102.2521,98.95117,100.9782,100.1648,102.2567,98.29458,100.7764,101.5634,102.6133,100.7533,103.2112,100.9378,99.62816,101.1301,102.7849,100.4977,100.0954,102.7738,100.4397,103.8287,99.66927,99.41759,99.67416,102.7492,101.5457,99.90512,98.80874,103.1838,96.71398
"2019-11-01 00:00:00",102.5227,97.68262,99.47329,100.5502,103.6016,97.88712,102.1235,99.14219,100.7949,100.17,102.1233,97.27106,100.8413,101.5509,102.4562,100.8014,103.1426,101.0375,99.63946,101.3884,102.6388,100.5294,100.3999,102.7531,100.8175,103.825,99.76686,99.46302,99.88593,102.9188,101.7368,100.2122,99.11132,103.107,97.15929
"2019-12-01 00:00:00",102.4997,97.83765,99.41888,100.2734,103.7174,98.17685,102.0416,99.32967,100.7397,100.1218,101.9996,96.80735,100.8948,101.4314,102.3766,100.869,102.9642,101.0508,99.68356,101.6074,102.5112,100.6613,100.7405,102.7285,101.1566,103.6343,99.86165,99.54175,100.0079,103.0181,101.8001,100.3098,99.28366,103.011,97.64426
"2020-01-01 00:00:00",102.3756,97.84456,99.3191,100.0377,103.5937,98.21462,101.8426,99.2533,100.6788,100.0317,101.5696,96.79908,100.8199,101.1471,102.219,100.7992,102.6737,100.9617,99.61479,101.6059,102.3312,100.5587,100.8621,102.4952,101.3985,103.1333,99.94052,99.52404,99.94357,102.7801,101.5063,100.0146,99.1047,102.5598,98.10522
"2020-02-01 00:00:00",101.9718,97.72224,99.14963,99.60508,103.0089,97.3586,101.2049,98.79844,100.2024,99.81298,100.5135,96.88107,100.5373,100.4084,101.3944,100.4049,101.9042,100.5777,99.19753,101.1944,101.4864,99.92645,100.511,102.0298,101.1264,102.382,99.825,99.39962,99.75461,102.1629,100.6375,98.98035,98.35436,101.7716,98.45843
"2020-03-01 00:00:00",100.7498,97.68905,98.75634,98.725,101.7916,95.93532,99.94952,98.03586,98.65701,99.21021,98.55064,96.57391,99.95966,98.90037,99.68583,99.62373,100.285,99.77222,98.2644,100.235,99.37749,98.91527,99.46308,101.1252,99.96748,101.0709,99.34028,99.06184,99.50465,101.2203,98.99781,97.54134,97.01928,100.1161,98.60485
"2020-04-01 00:00:00",98.78969,97.72227,98.35019,97.90365,100.0859,94.66866,98.13345,97.45698,96.43901,98.41256,97.32623,95.93829,99.49619,97.13872,97.47932,98.89553,98.59175,98.98397,97.22314,99.19157,96.30816,98.45054,97.9511,99.86855,98.35738,99.81223,98.86945,98.7435,99.22698,100.1992,97.40755,96.66438,95.82941,98.20575,98.54272
"2020-05-01 00:00:00",98.03459,98.06037,98.46667,97.99046,99.16245,94.32153,97.64777,97.96782,95.55421,98.24718,97.46339,95.24547,99.68118,96.81762,96.76947,98.93936,98.59862,98.88866,96.65412,98.7109,94.55297,98.59779,97.20968,99.47289,97.88454,99.38242,98.99899,98.80963,98.95354,100.1795,97.45342,96.70323,95.61678,98.06654,98.21479
"2020-06-01 00:00:00",98.21445,98.23167,98.63666,98.59377,98.53822,94.47434,98.25471,98.90577,95.75042,98.53424,96.99662,94.65396,100.103,97.23994,97.28767,99.33793,99.57364,99.28458,97.01614,98.66305,94.40698,99.27549,97.34585,99.66778,98.1854,99.5038,99.27305,99.32321,98.72108,100.4587,98.16454,97.14973,96.04829,98.8508,97.56419
"2020-07-01 00:00:00",98.77301,98.15463,98.57137,99.05451,98.90293,94.90883,98.97942,99.39539,95.96579,98.83735,96.36023,94.49483,100.2891,97.60564,98.1574,99.58273,100.5243,99.68764,97.87999,98.67966,95.31623,99.72191,97.82916,100.1073,98.55329,99.56405,99.34174,99.87518,98.57322,100.6067,98.42351,97.59086,96.58611,99.59389,96.85605
"2020-08-01 00:00:00",99.3513,97.96661,98.64317,99.21407,99.52145,95.58313,99.134,99.20403,96.02012,98.99559,96.32401,94.88741,100.2536,97.80916,98.80792,99.71333,101.2322,99.97318,98.70654,98.87366,96.39096,99.99474,98.03371,100.4798,98.73594,99.49635,99.37379,100.2907,98.52135,100.4676,98.42897,97.88288,97.04436,100.1148,96.45223
"2020-09-01 00:00:00",99.62702,97.97575,99.30009,99.1345,99.81373,96.2541,98.86132,98.87435,96.1741,99.09827,96.39764,95.42093,100.2305,97.81789,98.80694,99.71533,101.6839,100.0306,99.12293,99.17397,97.29961,100.056,97.85987,100.6176,98.92735,99.24479,99.66355,100.5443,98.61118,100.1415,98.74355,98.05656,97.4519,100.1227,96.64359
"2020-10-01 00:00:00",99.62073,97.94225,100.1264,98.80971,99.54896,96.83982,98.51736,98.78112,96.39884,99.23896,96.73344,95.8884,100.2446,97.76383,98.39878,99.40672,101.7089,99.86203,99.23621,99.31693,97.91406,99.77515,97.52976,100.5508,99.339,99.05599,99.96954,100.578,98.89308,99.56096,98.93389,98.60249,97.64752,99.83931,97.17797
"2020-11-01 00:00:00",99.55269,97.88219,100.7041,98.5554,98.75639,97.28828,98.25929,99.09481,96.75722,99.57371,97.80213,96.26918,100.2958,97.65942,98.0191,99.16752,101.3256,99.6406,99.21163,99.27551,98.20281,99.58379,97.4346,100.4795,100.0652,98.92699,100.3119,100.5407,99.25087,99.37981,98.95709,99.02729,97.62018,99.05811,97.74952
"2020-12-01 00:00:00",99.38493,98.06979,100.9794,98.73891,98.59965,97.41781,98.36923,99.58205,97.3481,99.91704,98.93336,96.5567,100.5074,97.84503,98.10865,99.27857,101.2009,99.49428,99.15411,99.27845,98.52454,99.87518,97.8369,100.4015,100.5956,99.00481,100.7044,100.7546,99.54258,99.67087,99.28539,99.08295,97.44694,98.42093,98.14517
"2021-01-01 00:00:00",99.02192,98.53454,101.011,98.8177,98.71545,97.17871,98.68681,100.1337,97.72263,100.1239,99.89591,96.78359,100.6701,98.07043,98.52047,99.46311,101.3015,99.40071,99.12759,99.2843,98.90424,100.2307,98.41307,100.3667,100.7938,98.97755,100.9268,101.0779,99.66537,99.71747,99.74894,99.26573,97.42715,98.48397,98.35381
"2021-02-01 00:00:00",98.89839,98.87374,101.1277,99.01839,98.79262,96.97826,99.14356,100.4609,98.20908,100.3022,100.9383,96.88725,100.8185,98.33211,99.15966,99.74557,101.4685,99.56416,99.19041,99.41848,99.42803,100.5892,99.45858,100.3841,101.2749,98.94537,101.0666,101.417,99.68649,99.64857,100.121,99.577,97.77494,98.97105,98.36889
"2021-03-01 00:00:00",99.10422,98.78824,101.3556,99.53362,98.71735,96.44267,99.52586,100.8238,99.14382,100.6203,102.0952,96.67737,101.0078,98.90367,99.51764,100.0459,101.6635,99.87492,99.39972,99.77059,100.2322,100.9742,100.7341,100.4932,101.826,99.23681,101.259,101.6633,99.6895,99.82949,100.7255,99.97552,98.13157,99.79366,98.17799
"2021-04-01 00:00:00",99.64057,98.11855,101.5173,100.1661,98.72834,95.49814,99.90415,101.5956,99.9061,100.983,103.0024,96.4925,101.2457,99.54294,99.78888,100.2542,101.8367,100.207,99.72657,100.0054,101.0746,101.6039,101.7384,100.6493,102.3444,99.84813,101.5083,101.9768,99.7221,100.4763,101.4977,100.3837,98.28592,100.9852,97.94611
"2021-05-01 00:00:00",100.1257,97.61825,101.33,100.9518,99.31784,95.36091,100.4319,102.1301,100.4905,101.3125,103.178,97.01263,101.3844,100.0418,100.2429,100.7304,102.0082,100.7417,100.1621,99.949,101.7333,102.4236,102.5053,100.9921,102.6471,100.613,101.8774,102.3063,99.76212,101.1719,102.1677,100.7508,98.40549,101.6976,97.88019
"2021-06-01 00:00:00",100.4524,97.59113,101.0029,101.5271,100.292,96.24359,100.7257,102.4792,100.8574,101.4932,102.8639,98.01362,101.4479,100.2163,100.5475,101.0751,102.3728,101.2125,100.7065,99.74724,102.2088,103.0545,102.85,101.3729,102.5768,100.7888,102.1237,102.4129,99.75855,101.5611,102.4957,100.9194,98.64159,101.7482,98.1349
"2021-07-01 00:00:00",100.5906,97.48471,100.7733,101.5076,101.168,97.47816,100.787,102.602,101.0529,101.2907,102.1764,98.92676,101.4933,100.2343,100.5581,101.2353,102.5393,101.3508,101.2485,99.29726,102.3642,103.2695,102.7957,101.4384,102.4189,100.4659,102.0553,102.3716,99.66529,101.5637,102.2323,100.7195,98.82291,100.8167,98.55228
"2021-08-01 00:00:00",100.5921,97.29325,100.5838,101.2577,101.8255,98.33765,100.7492,102.6019,101.1519,100.9901,101.4208,99.43304,101.5674,100.4408,100.2554,101.1943,102.309,101.3373,101.6302,98.75011,102.3042,103.1892,102.2913,101.3227,102.3845,100.023,101.7418,102.2046,99.51831,101.462,102.0189,100.5799,98.94048,100.29,98.93254
"2021-09-01 00:00:00",100.43,96.97616,100.5279,101.1339,102.2397,98.90356,100.6142,102.4933,101.0906,100.6481,101.4098,99.48061,101.5808,100.5333,99.87063,100.9812,102.0291,101.3372,101.7126,98.46287,102.4553,103.1218,101.454,101.2411,102.2009,99.56716,101.4118,101.9488,99.35831,101.0752,101.6982,100.645,99.09988,100.2828,99.14224
"2021-10-01 00:00:00",100.1968,96.24303,100.4978,100.8556,101.6213,99.10697,100.291,102.0189,100.8213,100.1153,101.2144,99.2329,101.2334,100.2603,99.4854,100.7118,101.68,101.1485,101.6031,98.28344,102.7665,103.0098,100.7604,101.276,101.827,99.29756,100.9453,101.5895,99.20708,100.2724,101.2522,100.8143,99.27013,100.9762,99.25953
"2021-11-01 00:00:00",99.93449,95.33971,100.4574,100.56,100.8458,98.90114,99.85085,101.3807,100.2326,99.59814,100.6482,99.29674,100.7485,99.70286,99.25456,100.3261,101.4318,100.8361,101.3988,98.12737,103.0476,102.6898,100.4385,101.239,101.4291,99.23669,100.51,101.1597,99.05692,99.35992,100.7133,100.8638,99.31129,101.0003,99.40117
"2021-12-01 00:00:00",99.69101,94.87467,100.3632,100.2264,100.3443,98.29957,99.46829,100.726,99.89772,99.32813,99.98869,99.61459,100.412,99.37,99.22402,99.94174,101.0579,100.5556,101.1227,98.02985,102.7608,102.1983,99.96966,101.3801,100.9593,99.19688,100.1686,100.6851,98.88215,99.03945,100.2635,100.7397,99.12463,100.8028,99.64194
"2022-01-01 00:00:00",99.53918,94.93996,100.2053,99.79118,99.834,97.56764,99.19662,100.2731,99.57843,99.07026,99.21181,99.49466,100.0483,99.14341,99.10232,99.62782,100.4609,100.3274,100.7535,97.80383,102.3264,101.3188,98.97447,101.4614,100.4208,99.01246,99.83758,99.99047,98.64978,98.83195,99.67118,100.6378,98.71836,99.91677,99.90974
"2022-02-01 00:00:00",99.20118,94.8883,99.99312,99.06742,99.342,97.0288,99.10889,99.50224,98.75712,98.58301,98.82623,98.7302,99.3767,98.57079,98.69644,99.12548,99.83789,99.83708,100.1981,97.50813,102.1713,100.1297,97.49387,101.2743,99.44743,98.61909,99.32369,99.20017,98.35461,98.32868,98.5519,100.5654,98.234,98.90318,100.0815
"2022-03-01 00:00:00",98.62046,94.61234,99.69601,97.94714,98.64185,96.87333,98.98569,98.01077,97.15328,97.94932,98.80197,97.6357,98.25367,97.40725,97.92545,98.24687,99.09986,99.00898,99.35642,97.27968,102.2649,98.67012,95.97945,100.6678,98.29733,97.93512,98.59739,98.18729,97.98019,97.3338,96.80295,100.5297,97.7918,97.55942,100.0521
"2022-04-01 00:00:00",98.23341,93.97101,99.34726,97.35798,97.45531,97.12907,98.78535,96.94308,96.27738,97.52271,98.97413,96.46437,97.34493,96.79774,97.60454,97.61578,98.66766,98.32407,98.3726,97.11973,102.3508,97.93664,94.70213,100.0531,97.57587,97.46584,98.3069,97.4676,97.52247,96.6706,95.91177,100.4077,97.57452,96.56455,99.89931
"2022-05-01 00:00:00",98.02448,93.47193,98.90734,97.09818,95.77518,97.77428,98.6263,96.30934,95.82269,97.3616,98.95834,95.75588,96.82519,96.66353,97.10926,97.07901,98.3736,97.89895,97.41922,96.72855,102.1555,97.56701,93.94798,99.42422,97.13261,97.34031,98.23479,96.79884,97.09282,96.27634,95.60181,100.0113,97.49507,95.48344,99.7192
"2022-06-01 00:00:00",97.84685,93.28676,98.50414,96.91719,94.29725,98.52453,98.54433,95.7604,95.04837,97.14404,98.36826,95.45501,96.55999,96.62643,96.50647,96.55869,97.99757,97.47904,96.62379,96.33702,101.5796,97.20753,93.53738,98.77817,96.57441,97.26679,98.17976,96.134,96.85609,96.03855,95.29072,99.2954,97.36042,94.81461,99.58482
"2022-07-01 00:00:00",97.67563,93.84404,98.22216,96.87904,93.34319,98.58511,98.24899,95.29472,94.33286,96.92847,97.95192,95.23724,96.46396,96.61519,95.88792,96.01051,97.69968,96.97894,95.96467,96.31038,100.9234,96.88268,93.20253,98.20691,96.12532,97.18536,97.99052,95.35575,96.94065,95.92965,94.87276,98.58168,97.24477,95.32638,99.53225
"2022-08-01 00:00:00",97.54227,94.7011,98.0719,96.94826,92.68417,98.40053,97.84988,94.9289,94.286,96.59611,98.05546,95.32282,96.38232,96.41074,95.54081,95.825,97.49545,96.59486,95.43996,96.56696,100.5445,96.88604,92.68404,97.67773,96.04855,97.18327,97.63998,94.62988,97.15543,96.00661,94.24246,98.33585,97.25037,95.41599,99.62367
"2022-09-01 00:00:00",97.44043,95.42516,98.05492,96.89874,92.29183,97.70493,97.60838,94.54105,94.54886,96.28587,98.25419,95.51925,96.06579,95.97222,95.45866,95.84432,97.31103,96.26697,95.10023,96.77853,100.518,97.03038,92.25417,97.3484,96.01624,97.20744,97.16651,93.9118,97.25054,95.95715,93.80704,98.32281,97.16904,95.32159,99.9286
"2022-10-01 00:00:00",97.41515,96.04954,97.9887,96.99467,92.70697,96.8429,97.59164,94.49294,95.08019,96.37576,98.65356,95.59149,95.91853,95.60208,95.71548,96.02415,97.74187,96.3133,94.94669,96.88966,100.7392,97.55373,92.35626,97.20615,96.30341,97.21152,97.15796,93.64649,97.04757,95.97513,94.10868,98.2566,97.06425,95.25749,100.3611
"2022-11-01 00:00:00",97.50988,96.41219,97.84903,97.10883,93.25519,96.17266,97.77323,94.70002,95.809,96.75459,98.98663,95.60028,96.24455,95.49934,96.14264,96.27831,98.6779,96.71987,95.05829,96.95239,101.183,98.47894,92.77887,97.27498,96.70313,97.52699,97.62305,93.85152,96.68967,96.29047,94.99995,98.21754,97.00517,94.87673,100.8324
"2022-12-01 00:00:00",97.57069,96.71954,97.83623,97.04049,93.77948,95.7918,98.06998,95.11893,96.52582,97.25867,98.87312,95.55499,96.70835,95.65757,96.55833,96.57118,99.53096,97.28654,95.5326,97.16576,101.8009,99.11795,93.18152,97.46539,97.28073,97.97626,98.24785,94.0969,96.37916,96.89153,96.06667,98.32874,97.0647,94.65897,101.2752
"2023-01-01 00:00:00",97.70428,97.30893,97.86402,96.94457,94.52733,95.45485,98.30134,95.8697,97.05545,97.73177,98.61604,95.69404,97.15994,95.96766,96.58361,96.93573,100.2393,97.85457,96.16155,97.44239,102.4332,99.40645,93.61395,97.74932,97.76588,98.34779,98.80802,94.39003,96.27004,97.68594,97.02814,98.44878,97.1915,94.96745,101.6304
"2023-02-01 00:00:00",97.97396,98.02856,97.78932,96.90842,95.30717,95.30912,98.31544,96.5241,97.30078,98.17914,98.59623,95.99649,97.51424,96.33497,96.63145,97.18069,100.7959,98.3166,96.69746,97.55415,102.8079,99.65073,94.42738,98.1405,98.18687,98.47388,99.19254,94.77467,96.31321,98.20243,97.48944,98.58012,97.41763,95.81544,101.8057
"2023-03-01 00:00:00",98.35451,98.7425,97.81824,97.07362,95.58224,95.33695,98.5431,97.07513,97.38925,98.42618,98.49959,96.20922,97.8649,96.68404,96.8009,97.2746,101.1979,98.60588,96.96445,97.44615,102.9112,99.85332,95.33984,98.52026,98.49902,98.71558,99.33939,95.16751,96.44699,98.26817,97.64954,98.8356,97.81185,96.70817,101.7221
"2023-04-01 00:00:00",98.68359,99.67429,97.92999,97.43934,95.4321,95.61504,99.15807,97.57545,97.73748,98.46078,98.47855,96.31091,98.27135,97.12242,97.01827,97.28811,101.3413,98.88761,97.06287,97.35656,102.9753,99.88215,96.38072,98.69763,98.8455,99.04609,99.38515,95.70027,96.63538,98.31467,97.5249,99.2206,98.20002,97.3895,101.5405
"2023-05-01 00:00:00",98.96662,99.94245,97.84807,97.90403,95.10342,96.18716,99.92998,97.76936,98.23028,98.36185,98.46345,96.49894,98.65044,97.65057,97.05692,97.317,101.2076,99.01992,97.11427,97.35719,103.1969,99.79153,97.22959,98.71233,99.15043,99.63911,99.34639,96.19707,96.81576,98.38142,97.70301,99.65166,98.49206,98.09254,101.465
"2023-06-01 00:00:00",99.33514,98.9427,97.79609,98.31367,95.01503,96.74352,100.3947,97.80038,98.88665,98.32319,98.3738,96.72517,98.89498,98.15636,96.88707,97.43468,101.0666,99.00237,97.1748,97.63995,103.5652,99.73827,97.68215,98.80387,99.26478,100.0772,99.41733,96.44619,96.91985,98.54549,97.86038,100.0335,98.64091,98.52724,101.6447
"2023-07-01 00:00:00",99.65321,97.20549,97.82053,98.48853,94.95469,96.90076,100.6729,97.68784,99.28245,98.35751,98.4325,96.85203,98.93887,98.41797,96.85343,97.49313,101.2295,98.90126,97.19577,97.97193,103.9976,99.63128,97.6805,98.89678,99.15375,100.0895,99.56982,96.32619,96.90277,98.83321,97.687,100.2607,98.67105,99.07302,101.9688
"2023-08-01 00:00:00",99.87853,95.5195,97.84273,98.43439,94.86403,96.88129,100.7239,97.40575,99.02092,98.43749,98.27676,96.81097,98.85582,98.28677,96.84536,97.39658,101.4969,98.73277,97.06599,98.01483,104.2584,99.48804,97.8651,99.02131,98.89606,99.57503,99.63508,95.97205,96.8484,98.8829,97.64252,100.2258,98.58302,99.32096,102.2913
"2023-09-01 00:00:00",100.0761,95.1055,97.85129,98.32286,94.60865,96.88726,100.7315,96.88546,98.46379,98.50536,97.86608,96.72823,98.73471,97.87804,96.9519,97.26424,101.8269,98.60236,96.69363,97.83838,104.3111,99.26598,97.94404,99.0985,98.66242,98.90633,99.66608,95.73934,96.87389,98.65269,97.42854,99.98191,98.48352,99.39352,102.5101
"2023-10-01 00:00:00",100.259,95.51865,97.87997,98.36451,94.21392,96.9213,100.8316,96.55405,98.20398,98.65617,96.98843,96.64125,98.72227,97.52525,97.11863,97.33975,101.9644,98.54669,96.23882,97.63417,104.2507,99.08836,97.76408,99.26694,98.67026,98.54813,99.77699,95.83183,97.0717,98.37088,97.32464,99.76266,98.48654,98.8541,102.6486
